"Freq [MHz]","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='32mm'"
455,-2.9728422979815,-2.9728422979815,-2.9728422979815,-2.9728422979815,-2.9728422979815,-2.9728422979815,-2.9728422979815,-2.9728422979815,-2.87770437979374,-2.88205064363307,-2.63954415254672,-2.25531499241695,-1.96113317424576,-1.73716486526719,-1.43538430972848,-1.28925690121687,-2.76926155085159,-2.37548746952755,-1.78599004101766,-1.31247828133249,-1.02117375490604,-0.856166521499367,-0.690770130713367,-0.59974632847766,-2.84155132369836,-2.08647187873081,-1.38037132690937,-0.980032131200488,-0.777054058810496,-0.645758201124466,-0.558625080762484,-0.498555626336827,-3.31152704906998,-2.31051889713694,-1.44709715161503,-0.997923421100814,-0.801831463261912,-0.699570664419566,-0.602129467298002,-0.561697269367916,-2.98829997786573,-1.83624007601315,-1.27780999717926,-0.962390946421943,-0.812463152821628,-0.755296007968265,-0.707698497594365,-0.680740953060442,-3.09992110679006,-1.96535921136446,-1.32219534134021,-1.07264772572814,-0.945382714212517,-0.888204329580047,-0.85278539488028,-0.84209899845478,-3.46121983042359,-2.22664229978047,-1.49669278481577,-1.23518872427765,-1.09230477897942,-1.04426949778623,-1.022131322801,-1.03241699003087
460,-2.55842081841821,-2.55842081841821,-2.55842081841821,-2.55842081841821,-2.55842081841821,-2.55842081841821,-2.55842081841821,-2.55842081841821,-2.49303691579266,-2.5095834685586,-2.31201693978181,-1.99280707390447,-1.7484131348835,-1.55738834107225,-1.2972939774277,-1.17191619583991,-2.42342921287126,-2.10907314302156,-1.61450365764548,-1.2059345850385,-0.948158884259445,-0.80251161656306,-0.65325841195618,-0.57153537039868,-2.50602677179026,-1.88399955435856,-1.27496197144853,-0.920198571605025,-0.738109030144944,-0.61987454691562,-0.541240525341438,-0.485921185091288,-2.93050519613644,-2.10372202070571,-1.35065687744536,-0.949163587901711,-0.772918500805181,-0.681245641337039,-0.590814864845563,-0.554973137119141,-2.6694788599299,-1.69688955568661,-1.20907210225486,-0.926389151698467,-0.792535022537791,-0.743320271725394,-0.701589660652691,-0.678913444271606,-2.7844424005452,-1.82831140475813,-1.26244418384228,-1.04100899869683,-0.927623564855589,-0.879035159282375,-0.848806587553022,-0.842633672875855,-3.12684356873125,-2.08784939452821,-1.43960500203123,-1.20589253653318,-1.07649421995806,-1.0340800927854,-1.01520495633275,-1.02594944800902
465,-2.21928625776614,-2.21928625776614,-2.21928625776614,-2.21928625776614,-2.21928625776614,-2.21928625776614,-2.21928625776614,-2.21928625776614,-2.17563533014526,-2.20013717955862,-2.03826379256425,-1.771430389483,-1.56752995439998,-1.40368972780021,-1.17854906026926,-1.07046514279438,-2.13427947312899,-1.88274218973888,-1.4661094695381,-1.11236057008968,-0.883692253749805,-0.754759621754928,-0.619710917492645,-0.546188125791249,-2.22213782470036,-1.70849326648394,-1.1815692988779,-0.866585172137584,-0.703080242731954,-0.596508097832094,-0.525536138044841,-0.474615651832746,-2.60465289446803,-1.92174795924746,-1.26411414777303,-0.905018783894081,-0.746627930065924,-0.664596100332388,-0.580820153789537,-0.549200244232472,-2.39392562380597,-1.57244152384846,-1.14651608390854,-0.893505807469486,-0.774347731345581,-0.732402950952395,-0.696403162198024,-0.677868315049222,-2.50826737296021,-1.70402017420718,-1.20706293461166,-1.0112962240301,-0.911051793930645,-0.870284838194734,-0.845290326824403,-0.843394745296594,-2.82902436048615,-1.95919500823626,-1.38539285208459,-1.17749625786605,-1.06069709776968,-1.02376251388616,-1.00771463561081,-1.01849838239911
470,-1.93967230741965,-1.93967230741965,-1.93967230741965,-1.93967230741965,-1.93967230741965,-1.93967230741965,-1.93967230741965,-1.93967230741965,-1.91200394222235,-1.94158753192179,-1.80817651915192,-1.58369812728174,-1.41287776099158,-1.27160129753305,-1.07602151819388,-0.982421437357347,-1.89126483094475,-1.68962756203877,-1.3371749087229,-1.02989788158896,-0.826680710942563,-0.7122179028192,-0.589708834134926,-0.52343227322984,-1.98111887752358,-1.55592729989785,-1.09858723438661,-0.818496108192859,-0.67160359537052,-0.575463945792354,-0.511411171467888,-0.464580822721527,-2.32579263833185,-1.76149013819108,-1.18638318165396,-0.865106282428644,-0.7227986927358,-0.649556950594119,-0.572137395911702,-0.544383541952987,-2.15567745447567,-1.46129151840649,-1.0896125854661,-0.863568441658641,-0.757858301090652,-0.722558004576799,-0.692187329087181,-0.677681015315103,-2.26698483654185,-1.59150181266134,-1.15583626171257,-0.983487337437505,-0.895717463841564,-0.862015791795583,-0.842351089512316,-0.844518559473776,-2.56521779590179,-1.84041907328628,-1.33409102036843,-1.15010318619953,-1.04504789393875,-1.01350021670053,-0.999896600201485,-1.01036666287654
475,-1.70739505658717,-1.70739505658717,-1.70739505658717,-1.70739505658717,-1.70739505658717,-1.70739505658717,-1.70739505658717,-1.70739505658717,-1.69156081492888,-1.72427242582654,-1.61367739301925,-1.42359788213663,-1.27993837234031,-1.15750821635203,-0.987172363157578,-0.905761086133755,-1.68591137685576,-1.52411173599068,-1.22469343352894,-0.956990943349591,-0.77620449044908,-0.674299109468451,-0.56289487779587,-0.503033957433742,-1.77571285870391,-1.4229029715844,-1.0246456180043,-0.775333069383429,-0.643364059039608,-0.556573223833166,-0.498779040559783,-0.455768438877319,-2.08672313365124,-1.62019832321258,-1.11651425006489,-0.829090748055128,-0.701291219864865,-0.636074268691341,-0.564766992454901,-0.540534355771938,-1.94942093310731,-1.3619918806136,-1.03788490650983,-0.836423059645039,-0.743031898065249,-0.713806650085755,-0.688995935355163,-0.678434547387684,-2.05632171861503,-1.4897863209213,-1.10855413719628,-0.957562559370572,-0.881670537684834,-0.85429821364637,-0.840108580527304,-0.846153050258628,-2.33232444548111,-1.73113942112486,-1.28571439302402,-1.12381324984465,-1.02968458912609,-1.00347736411166,-0.99199266133123,-1.00186768092615
480,-1.51302112111467,-1.51302112111467,-1.51302112111467,-1.51302112111467,-1.51302112111467,-1.51302112111467,-1.51302112111467,-1.51302112111467,-1.5060076682216,-1.54051568612876,-1.44832008665452,-1.28629989739621,-1.1650623625414,-1.05847716707473,-0.909932640439006,-0.838826764034756,-1.51142928212841,-1.38160901587626,-1.12617387946286,-0.892333679085509,-0.731487254594281,-0.640503605628174,-0.538963699193566,-0.484792193195455,-1.59995895882396,-1.30656032792056,-0.958573943991476,-0.736580973883492,-0.618089023629206,-0.539690002541169,-0.487565946342932,-0.448139437875081,-1.88126566744334,-1.49546439694028,-1.05367678238256,-0.796678225848534,-0.681985047557875,-0.624104324040183,-0.558717286852607,-0.537670309956971,-1.77053123621685,-1.27324842554849,-0.990904840578942,-0.81193273884874,-0.72984139242084,-0.706177199878557,-0.686888082697732,-0.680219408031396,-1.87233544210059,-1.39794144428527,-1.0650135583619,-0.933504690162456,-0.868960722607607,-0.84720994323847,-0.838686699175587,-0.848456347046427,-2.12709540237702,-1.63088964039787,-1.24025839531702,-1.09872137262555,-1.01474646288911,-0.993875687442801,-0.984245224968431,-0.993317962946516
485,-1.34921683201626,-1.34921683201626,-1.34921683201626,-1.34921683201626,-1.34921683201626,-1.34921683201626,-1.34921683201626,-1.34921683201626,-1.3488199152953,-1.38421664007522,-1.30695363204397,-1.16791583041783,-1.06529211938043,-0.972118915018061,-0.842609406833893,-0.780255599107265,-1.36237666454763,-1.25837551289651,-1.03954796539212,-0.834826069385377,-0.691871840326316,-0.610405240566078,-0.517654034993168,-0.468534249755438,-1.44897938071202,-1.20449625029754,-0.899370656613036,-0.701796079530639,-0.59554273968949,-0.524688677717152,-0.477709713303104,-0.441663316535602,-1.70419927467345,-1.38519578562612,-0.99714473860895,-0.767611216267157,-0.664776895998165,-0.613612819323963,-0.554004262931214,-0.535815304230451,-1.61504142593957,-1.19391245156582,-0.948288936893558,-0.789976496362965,-0.71826705357289,-0.699704975836692,-0.685928114377609,-0.683133518852342,-1.71149563888648,-1.31508876563232,-1.02502040149156,-0.911299682835009,-0.857637521140508,-0.840836441690191,-0.838212586253912,-0.851595315770973,-1.94637242118766,-1.53915221818495,-1.19770103923519,-1.07491677805307,-1.00037244409363,-0.984871945608629,-0.976892987277306,-0.985030697606082
490,-1.21025012047202,-1.21025012047202,-1.21025012047202,-1.21025012047202,-1.21025012047202,-1.21025012047202,-1.21025012047202,-1.21025012047202,-1.21484617273327,-1.25051467799034,-1.18545007653079,-1.06530446881686,-0.978220862136924,-0.896479094209002,-0.783811570782099,-0.728922204219123,-1.23438270300128,-1.15134969343782,-0.96309399943582,-0.783538718010473,-0.656800531354106,-0.58363974489505,-0.498742243394213,-0.454111816509739,-1.31878687581363,-1.11469181461902,-0.846177214446218,-0.670596027096384,-0.575521635630615,-0.511461752385641,-0.469158798107031,-0.436317584860606,-1.55115134964548,-1.28758353539489,-0.9462838387989,-0.741664552323846,-0.649579087540807,-0.60457428520384,-0.550651311615459,-0.534999528933941,-1.47957979167913,-1.12297005235947,-0.909695027358098,-0.770448323208829,-0.708296327162501,-0.694432271141159,-0.686185542764924,-0.687282130691337,-1.57070131841598,-1.24041327454607,-0.988391095583707,-0.890937331511437,-0.847750406303839,-0.835270827491668,-0.838815735537629,-0.855744047066022,-1.78721779962128,-1.45538563316457,-1.15800585907629,-1.05248295245866,-0.986699917004818,-0.97663594221712,-0.970167344126164,-0.977310296404747
495,-1.09161319813682,-1.09161319813682,-1.09161319813682,-1.09161319813682,-1.09161319813682,-1.09161319813682,-1.09161319813682,-1.09161319813682,-1.09999853033998,-1.13552245047887,-1.08048820970298,-0.97591748051666,-0.901881141458759,-0.829951797025366,-0.732391363862087,-0.68389362988951,-1.12392517598534,-1.05802154589102,-0.895374450094154,-0.737683922402392,-0.625798939458301,-0.559895208127261,-0.482036947993919,-0.441397797741104,-1.20612001705519,-1.03544958900669,-0.798256225959131,-0.642651462049078,-0.557850345728827,-0.499917940481547,-0.461871438171319,-0.432087295834465,-1.41847759544323,-1.20106926220987,-0.900540373665882,-0.718641888646231,-0.636318218297533,-0.596971586862112,-0.548689046309059,-0.535259508419434,-1.36129630143911,-1.05953015775124,-0.87481895207451,-0.753256321438897,-0.69992365752776,-0.690408336609998,-0.687734974937153,-0.69277768912253,-1.4472627894178,-1.17316792205749,-0.954953968849225,-0.872411971148248,-0.839349058803571,-0.830613941005707,-0.840627155053773,-0.861082298138022,-1.64697406113069,-1.3790453125986,-1.1211251755141,-1.0314980452395,-0.973863894294309,-0.969329045592855,-0.964289512439233,-0.970448021560389
500,-0.989737874047151,-0.989737874047151,-0.989737874047151,-0.989737874047151,-0.989737874047151,-0.989737874047151,-0.989737874047151,-0.989737874047151,-1.00101476240868,-1.03611667141063,-0.989383658111494,-0.89767785134226,-0.834656938751696,-0.77121129677334,-0.687398055397512,-0.644393628705885,-1.02815415824786,-0.976326617912098,-0.835185094644758,-0.696592018682561,-0.598462778978849,-0.538904220366173,-0.46737457598798,-0.430283618260165,-1.10830630567266,-0.965340441435738,-0.754973043253898,-0.617678958781885,-0.542378322552042,-0.489980536470759,-0.455814916155629,-0.428964639196132,-1.30314751133595,-1.12431338094146,-0.859431392394135,-0.698372671599955,-0.624934023574005,-0.590795512471647,-0.548155152084334,-0.536638164731057,-1.25778927823655,-1.00281228141375,-0.843391462936437,-0.73832190707295,-0.693150332143728,-0.687689374610882,-0.690656023895577,-0.699739649256236,-1.33886630120309,-1.11267452912397,-0.924550221377192,-0.855723124857517,-0.832483622048571,-0.826974411461851,-0.843778565365109,-0.867793895946402,-1.52328095505914,-1.30959902956682,-1.08700332669387,-1.01203553463855,-0.961996476286162,-0.963103147857964,-0.959468327076552,-0.964718647577242
