"Freq [MHz]","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='4mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='8mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='12mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='16mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='20mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='24mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='28mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='32mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='36mm'","dB(S(1,1)) [] - WTRIAGX='4mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='8mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='12mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='16mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='20mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='24mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='28mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='32mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='36mm' WTRIAGY='40mm'","dB(S(1,1)) [] - WTRIAGX='40mm' WTRIAGY='40mm'"
155,-0.428855016352451,-0.428855016352451,-0.428855016352451,-0.428855016352451,-0.428855016352451,-0.428855016352451,-0.428855016352451,-0.428855016352451,-0.428855016352451,-0.428855016352451,-0.420986229649101,-0.448115382091161,-0.448730631704101,-0.468782424338413,-0.484552680667888,-0.492565835971815,-0.549325448774422,-0.571925318893702,-0.584323342309441,-0.595383775636248,-0.437016147813028,-0.452516977497856,-0.505911937804977,-0.559393126843796,-0.637524082767685,-0.685615031587958,-0.744071122392223,-0.827283705206089,-0.889970335105657,-1.0050651869501,-0.452616428295898,-0.518802482652641,-0.606774878153298,-0.702331843028895,-0.796850337140865,-0.89630562122413,-1.00221052757016,-1.17777816445952,-1.32450281956311,-1.49096453236608,-0.455927827982476,-0.540146976610334,-0.652823871738137,-0.781041151817876,-0.906224237034435,-1.05764414032342,-1.19734244655363,-1.3924552802758,-1.61517760559743,-2.03461676573802,-0.477668956196298,-0.582355003794519,-0.737549677092616,-0.842680621792729,-0.893411644104108,-0.972756276393784,-1.05814590138515,-1.22196684813574,-1.51844425585869,-2.25652865860041,-0.466353313114284,-0.564919518115982,-0.670534308037044,-0.761812194422008,-0.846120380956167,-0.945160685253618,-1.08406114249209,-1.38234558898578,-1.91326297183581,-3.60244922691102,-0.466414090228161,-0.567452573529291,-0.668674191716396,-0.763586605634257,-0.846822584348569,-0.973228086719821,-1.24633060581787,-1.73998166648012,-3.48357585344573,-5.37770075364846,-0.494787071094035,-0.585738151222108,-0.701802834144313,-0.791867810688754,-0.884349313009083,-0.975869044923441,-1.16344006803418,-1.5639601287626,-2.49942428197551,-4.78808995703393,-0.459580198235057,-0.561538126720485,-0.659555741976674,-0.732708113836619,-0.812956931535125,-0.948711868733327,-1.21076674119517,-1.93510845486456,-3.36616677418696,-4.30784149871821
160,-0.524181720236812,-0.524181720236812,-0.524181720236812,-0.524181720236812,-0.524181720236812,-0.524181720236812,-0.524181720236812,-0.524181720236812,-0.524181720236812,-0.524181720236812,-0.512243957678955,-0.54757572589743,-0.54673433517423,-0.573494936819817,-0.594564002441122,-0.604947688220332,-0.681628814839534,-0.713698495225545,-0.726636938355896,-0.743868714622147,-0.531049038799336,-0.549386443410749,-0.618400310641815,-0.69010686518524,-0.794242525648129,-0.861101298291582,-0.940105478332227,-1.05983003409413,-1.1498546572724,-1.32296456532585,-0.55028136409383,-0.638175458483776,-0.756295284935654,-0.887771834030316,-1.01895451632163,-1.15618619426589,-1.31263425425842,-1.60379965356627,-1.896837827014,-2.32101983206261,-0.551513933050439,-0.661391650294715,-0.806701292288743,-0.984929138635055,-1.1619516515006,-1.40134357235404,-1.65869203114193,-2.12742351525362,-2.89392522337515,-4.61725715994592,-0.576983934313471,-0.713756815928174,-0.925483385403836,-1.06673113527778,-1.12617193915597,-1.25228602711188,-1.45185956033395,-1.88849102302114,-3.0108619982807,-6.28336204496072,-0.560497410923513,-0.685536772448169,-0.818606983955273,-0.932335854809283,-1.05043839176835,-1.22661930109938,-1.57615112875823,-2.62932419506131,-5.13299358406593,-5.27264552314901,-0.55736703646583,-0.683302292622241,-0.807256687885256,-0.930042319892407,-1.05587719700656,-1.31891541265081,-2.1395016151678,-4.4781801913751,-6.52926083912788,-2.96743623699471,-0.594130053163903,-0.704544412420141,-0.852879722097616,-0.978530674384511,-1.14255986782102,-1.38731022825897,-2.0857152493381,-3.96305726203279,-5.77423059644832,-2.2106590893296,-0.544009588808807,-0.668261442501581,-0.790701226632339,-0.88716753892102,-1.02495851079535,-1.36648957231027,-2.36594670125395,-5.61964666103233,-4.12448523283228,-1.7797727588539
165,-0.658004826859739,-0.658004826859739,-0.658004826859739,-0.658004826859739,-0.658004826859739,-0.658004826859739,-0.658004826859739,-0.658004826859739,-0.658004826859739,-0.658004826859739,-0.639881586422024,-0.687503659665575,-0.683889775974541,-0.721127068036291,-0.750360321477553,-0.764604527588999,-0.871942936439165,-0.919444530735604,-0.932032400504955,-0.960364523584057,-0.662836260148084,-0.684990751035109,-0.777614025135408,-0.878283989051525,-1.02323790302362,-1.1227320229042,-1.23688460148314,-1.42289613255702,-1.56819681894816,-1.86615729846352,-0.687879011882334,-0.810375539772899,-0.977538279524411,-1.1706131542743,-1.36847224195891,-1.57949547316954,-1.85029970422479,-2.43818186126998,-3.2444878368401,-4.73193542746873,-0.68542850546649,-0.835916809573358,-1.03254741171233,-1.30118741661488,-1.58631002160295,-2.03694636691283,-2.66460318459911,-4.18252065180741,-7.5786393430067,-11.9585004904784,-0.715855078777512,-0.903161269977461,-1.21069870322709,-1.42456233798671,-1.51603402684962,-1.78578950472765,-2.42994237458832,-4.04685487952844,-8.29106740037085,-5.98567576542219,-0.691873002466025,-0.858530402471436,-1.03732109675834,-1.19681728638696,-1.4059926482213,-1.83336018924707,-3.02366085527646,-7.25483163405167,-5.7574560076521,-2.28520631967881,-0.683400876275121,-0.848110387165273,-1.01059281607718,-1.19388850097922,-1.44361849478904,-2.17895748638612,-5.41550945027071,-6.83342841352892,-2.75937497774691,-1.53822621121481,-0.732878919185898,-0.873402270694157,-1.0801031573589,-1.29382922628342,-1.68505777710119,-2.55605746341946,-5.59359742787722,-6.23108096339042,-2.68305366866894,-1.26047212716806,-0.659992882865993,-0.818882495403851,-0.986750040677107,-1.14421104597707,-1.4624384445517,-2.60868727531318,-6.61612446412253,-4.23570960053626,-1.83594107811816,-1.12192877183974
170,-0.855826590284716,-0.855826590284716,-0.855826590284716,-0.855826590284716,-0.855826590284716,-0.855826590284716,-0.855826590284716,-0.855826590284716,-0.855826590284716,-0.855826590284716,-0.828012731321652,-0.894785866953567,-0.885866656960505,-0.940486968361003,-0.982982286365389,-1.00424142190231,-1.1606485694882,-1.2344100938062,-1.24523226868867,-1.29490758112415,-0.857966685791969,-0.885580018586343,-1.01641166828328,-1.16679983062008,-1.38061137390002,-1.54370146711559,-1.72696117428355,-2.04848531048082,-2.32831662779805,-2.94916601805497,-0.893017555102388,-1.07480945853989,-1.32908965369783,-1.63911561452603,-1.97593659721013,-2.35932855817646,-2.94096852776739,-4.43530869182955,-7.37904866391848,-13.9228063893823,-0.883893856940738,-1.10412392038707,-1.38956940644726,-1.84343736444652,-2.39628728869574,-3.44381178826574,-5.43686345941551,-11.8033563063105,-10.8848342235118,-5.25989331757484,-0.92114086021941,-1.19402970098243,-1.67893217672247,-2.06554328055995,-2.28216080674377,-3.05724178975535,-5.64235369941029,-10.3551940130396,-5.57026973281528,-2.67461985694819,-0.885844361060756,-1.12426870202452,-1.39136856535997,-1.6662067124958,-2.16352510658684,-3.55512667335427,-8.12107630131072,-5.96453557767808,-2.58186440787543,-1.4158348932801,-0.868143110286275,-1.09948033269142,-1.33981830665277,-1.68028308759323,-2.3460371997206,-5.02179208190231,-9.12443171849826,-2.97818965671358,-1.61371808932053,-1.11297190747814,-0.937498000586176,-1.12974222333467,-1.45812709625407,-1.92107950839225,-3.15172579466275,-6.74921374763972,-6.27820109386638,-2.75098670886686,-1.51569097340904,-0.967550306564903,-0.828299576108666,-1.04774300106641,-1.31456302520396,-1.65668379437684,-2.63943345953454,-7.06718578957148,-4.82757009599227,-2.03076772383629,-1.21620712645592,-0.903824403567772
175,-1.16693102486871,-1.16693102486871,-1.16693102486871,-1.16693102486871,-1.16693102486871,-1.16693102486871,-1.16693102486871,-1.16693102486871,-1.16693102486871,-1.16693102486871,-1.12353900652978,-1.22114063974032,-1.20189764401515,-1.28723822361122,-1.35245091133707,-1.38802614567579,-1.62508874873806,-1.74480248111806,-1.75296033355666,-1.84618651518251,-1.16703727974269,-1.20314007292214,-1.40094484816132,-1.64443487117954,-1.98361995978752,-2.28654888829433,-2.6281052455944,-3.261069023052,-3.92624846434091,-5.52759463795903,-1.22068817278404,-1.51236844967813,-1.93663952994805,-2.49273362410191,-3.15977764831294,-4.01494801846587,-5.58088907693769,-10.4629807340703,-20.9303260186065,-8.88110047110466,-1.19903178868592,-1.55054131467224,-2.0075274401367,-2.8909880874416,-4.21330941172664,-7.22813052235091,-15.9459911068892,-10.4603495238247,-4.55141524440852,-2.74566306778485,-1.24594343683948,-1.67549276443786,-2.51767499735641,-3.37570108312422,-4.09634872996308,-6.90158699101326,-11.7907871870686,-5.63619992434292,-2.72410719664615,-1.68705519772367,-1.19275322535088,-1.56868500427216,-2.03555066709675,-2.65543008702187,-4.20664132328474,-9.35081923110346,-7.20669371974269,-2.83836933249836,-1.63066223947811,-1.09620621864936,-1.15847785742014,-1.51802636458576,-1.94619211378072,-2.76392138266678,-5.0405835668848,-11.0287667746276,-3.99952559013249,-1.79620214803449,-1.2137896665654,-0.931619279565972,-1.25945206998424,-1.5514048322932,-2.17063733330342,-3.43620396373699,-8.13417079598509,-7.88778785521794,-2.90071978847069,-1.66728170747531,-1.13730382566643,-0.840407366540836,-1.08964837462994,-1.43016278748401,-1.94808071853878,-2.93256733310496,-6.61954468766227,-6.65537917160153,-2.39019747712192,-1.38691281040487,-0.992284085832767,-0.804724134457116
180,-1.69156912592518,-1.69156912592518,-1.69156912592518,-1.69156912592518,-1.69156912592518,-1.69156912592518,-1.69156912592518,-1.69156912592518,-1.69156912592518,-1.69156912592518,-1.62317461581626,-1.7704838289524,-1.73092838941488,-1.87340471398881,-1.9788831264143,-2.04680971684577,-2.41343976796888,-2.61147658332797,-2.62355100738484,-2.80784525725716,-1.69661815357588,-1.74734022715756,-2.07221249752954,-2.50453851219875,-3.08518567456052,-3.72717309919681,-4.48120894534464,-5.89432669887932,-7.81911983964179,-13.2166832382728,-1.78727236457655,-2.29694883041708,-3.0784378156389,-4.18981405791685,-5.71740258430555,-8.04842693999307,-13.6313275386918,-20.0791192872087,-7.61674743575044,-4.27686413579995,-1.74122526213473,-2.36237767692622,-3.18652005019128,-5.16777978356875,-9.03906411470293,-23.8841849208257,-10.8123342639086,-4.7650309792471,-2.66208845257353,-1.86068393181891,-1.80175019164714,-2.53769222850009,-4.13893810141442,-6.41681554646201,-9.35745856459483,-17.5210359790316,-5.47887389971485,-2.94777150365263,-1.79978198646388,-1.28580887100134,-1.71916041437689,-2.38746763848144,-3.37504951301192,-5.17669373885579,-10.8754682776666,-8.62240468997046,-3.47325910694633,-1.84789923542206,-1.25633994524505,-0.93551284051587,-1.65408373600561,-2.2904314236913,-3.24697439948868,-5.72907143886464,-12.8149249297124,-5.39594963333589,-2.33564102517127,-1.35642437903549,-1.0224793756383,-0.831286900154809,-1.80393324946512,-2.31049114014202,-3.71346983862929,-7.93752362590426,-10.9248746309183,-3.69706675669668,-1.84191254781585,-1.27482339700782,-0.969224102003665,-0.770435195503269,-1.5296286688701,-2.14727196894899,-3.39944799538119,-6.88479796547478,-9.47759054220286,-3.22458090712791,-1.63014579976564,-1.12927254313489,-0.884180836212864,-0.749088628951471
185,-2.63643426558328,-2.63643426558328,-2.63643426558328,-2.63643426558328,-2.63643426558328,-2.63643426558328,-2.63643426558328,-2.63643426558328,-2.63643426558328,-2.63643426558328,-2.53230026066412,-2.75092396922153,-2.67300365209428,-2.92151612690468,-3.09546524668899,-3.2405069363342,-3.77747765595919,-4.08435885878471,-4.1472235965491,-4.50764826893494,-2.67898707035945,-2.75739221634481,-3.33397654079449,-4.16142791168735,-5.20046471784371,-6.69849608258609,-8.64201561100705,-12.2472929384309,-20.8079442390081,-17.3122553011231,-2.84558171653741,-3.79337790773425,-5.32444159096763,-7.67640966136423,-11.6250988753215,-20.943253736604,-16.474779174312,-7.81826877388519,-4.16778047259718,-2.71122143567027,-2.75243692455833,-3.95360084465636,-5.61387960626785,-10.6376063563445,-33.9747218782484,-10.8654716705029,-5.28925999816492,-2.94453223579512,-1.89489875835308,-1.43492780566762,-2.82947841494038,-4.17328632631752,-7.35233585385055,-14.6852155042119,-23.256452858309,-7.6931250481342,-3.07114964724229,-2.00062043038577,-1.39160918208734,-1.07165621740432,-2.69968055487281,-4.03699074465982,-6.53835280266701,-13.1782098499004,-11.0605514490794,-4.24191386435298,-2.23630002588072,-1.42834005910149,-1.06110741138697,-0.835373549380159,-2.57784294665943,-3.86960909001353,-6.50771264222147,-15.5985264608709,-7.56826844660301,-3.02863838561717,-1.70528944737293,-1.13776599645509,-0.908454978945946,-0.764948935865042,-2.78900668722937,-3.79692027003469,-7.54439855414644,-20.4915971331941,-5.04920526472251,-2.31766244159717,-1.42492697836625,-1.08632781799624,-0.875599196567219,-0.724887431339666,-2.3388762133237,-3.66946960867386,-7.3668765262056,-13.851003999046,-4.575127312147,-2.10739069238553,-1.31421479297759,-0.99627133401771,-0.820131746091974,-0.712726630309147
190,-4.37767933282816,-4.37767933282816,-4.37767933282816,-4.37767933282816,-4.37767933282816,-4.37767933282816,-4.37767933282816,-4.37767933282816,-4.37767933282816,-4.37767933282816,-4.25341176873517,-4.51402825700532,-4.38109517299744,-4.79278818890624,-5.05095849282838,-5.36857490770599,-5.94506994118066,-6.29112809161247,-6.60565386284833,-7.19846216509049,-4.58379137601342,-4.71760835744628,-5.75533791660895,-7.33158041953649,-9.11437626824024,-12.7260882475921,-18.8041010888873,-19.8790323485588,-13.1446433375366,-7.96472884093762,-4.89232225434811,-6.58147327113681,-9.40000162389523,-13.8848222398786,-18.7130864405257,-12.7973171647388,-7.73076491407832,-4.63480563663044,-2.79549143759292,-1.97633290723186,-4.72676506419701,-7.08290015736565,-10.6772279236748,-21.0201786864236,-10.4503279728205,-5.8840557992216,-3.37421085528863,-2.12848424518119,-1.48851675001456,-1.18095528716292,-4.81080721580817,-7.21078558342691,-12.9072322644054,-16.192526707558,-8.60161044495606,-4.29748904444522,-2.14785582460491,-1.55474977279865,-1.16155539314306,-0.93419229006207,-4.62506814594889,-7.48575585358119,-15.4208996235706,-14.486274360518,-5.44860891400933,-2.73323757302508,-1.70307006058809,-1.19949095305054,-0.93732239862994,-0.763598231981729,-4.41802402239664,-7.32310251923738,-17.119682122049,-10.7170048834174,-4.10327801840871,-2.14189173442162,-1.39176231760775,-1.00415742224308,-0.82953740282835,-0.715588109481616,-4.62302491727944,-6.83424328139141,-20.4651900312481,-8.29004386987883,-3.10920874410992,-1.75599000196842,-1.21257645915353,-0.975232828717982,-0.814237184201796,-0.691521084098705,-3.94517747503253,-7.27014440227998,-22.8098217584927,-6.7427870579166,-2.83790111626413,-1.64539570686445,-1.14668519154185,-0.913802777809686,-0.776034360925351,-0.686205413458099
195,-7.17962777727937,-7.17962777727937,-7.17962777727937,-7.17962777727937,-7.17962777727937,-7.17962777727937,-7.17962777727937,-7.17962777727937,-7.17962777727937,-7.17962777727937,-7.2094351558339,-7.20224462457724,-7.09495175333936,-7.5648419846571,-7.79036046646954,-8.36983165247154,-8.3947165448212,-8.47260955508704,-9.49559787876201,-10.0366216057352,-7.93241931936447,-8.19046973855208,-9.746020565632,-12.1077432536095,-14.2187603723032,-16.871964829504,-14.1605342176429,-10.3955870712898,-7.35334632807888,-4.96557495300425,-8.37498037993318,-10.3644349335204,-13.3829875939157,-14.3673186775391,-10.9194154752806,-7.34907455521454,-4.87915865864712,-3.20310581658769,-2.08085041631875,-1.54936383255532,-8.24846384130921,-11.8610042585508,-17.0665791694309,-11.1617070121865,-6.15779684252957,-3.92678478311643,-2.45734580179921,-1.66993453100259,-1.23157865731714,-1.00725787848013,-8.31112425106897,-11.4950719759438,-13.9962894468903,-8.60618298832964,-5.09838671355503,-2.95168696722165,-1.6861852062755,-1.29339098345689,-1.00877346275185,-0.834864493803278,-8.16980696686581,-13.6714576166305,-16.5831791186958,-7.10632961188093,-3.50332711033918,-2.06208056282362,-1.41063296831006,-1.05065750167649,-0.84809594078487,-0.707583394884394,-7.98936353906258,-14.6311098854426,-14.4415508112557,-5.71947967986508,-2.81089449885559,-1.70894688307861,-1.20174941827769,-0.91018048139428,-0.769384801589715,-0.676087657807854,-7.71460863364748,-12.5185665042544,-13.1061621295472,-4.83924697659997,-2.30024439868086,-1.46375844909657,-1.08191139133778,-0.899343893777858,-0.769091076191233,-0.665105607137148,-7.16823261910905,-17.0863143029725,-10.7963421357021,-4.03263195813801,-2.13259081352078,-1.40277040584616,-1.04040426338244,-0.855374938540458,-0.742269769865598,-0.665378129460957
200,-9.43071261527429,-9.43071261527429,-9.43071261527429,-9.43071261527429,-9.43071261527429,-9.43071261527429,-9.43071261527429,-9.43071261527429,-9.43071261527429,-9.43071261527429,-9.93465892532589,-9.19007765308029,-9.42618769879529,-9.49482331590971,-9.49087013274026,-10.0968735338358,-9.5638568239382,-9.32691203532172,-11.0181633093355,-11.0812177617941,-10.9138839452617,-11.4553535768693,-12.5518542214071,-13.5807978704924,-13.4976595664943,-11.3376721628743,-8.66305480332939,-6.71155877202812,-4.91493259422557,-3.47558405929426,-11.0206186484783,-11.3293497226424,-12.0690854025265,-10.2520130098441,-7.31426131566349,-5.00559178052676,-3.468668400772,-2.39713467281135,-1.63969898879294,-1.26580186102427,-11.4721827187382,-12.8125271416792,-12.1604410757295,-7.20922791788008,-4.27695187702199,-2.90062448867263,-1.92182017284339,-1.37127613612401,-1.05014912338296,-0.87825201200442,-11.6949841060877,-12.5625579873441,-10.0279186667415,-5.74768407877787,-3.5805106468259,-2.25920466362898,-1.40556989249525,-1.11595430407898,-0.896233498528054,-0.757758032000901,-11.8288769070706,-13.9490274861992,-9.01868132399131,-4.64569460628669,-2.61356500497992,-1.68630167474597,-1.22038058577607,-0.942039093400838,-0.778507704191462,-0.66172662010926,-12.452880927127,-15.0040438060741,-7.77753608245216,-3.87332830928202,-2.1872581741222,-1.45002044039479,-1.06970447058234,-0.83783325820991,-0.720809301340269,-0.643166895814271,-10.7017056102381,-14.5313941680844,-7.478142348637,-3.43867385554746,-1.87321894520624,-1.28118999662504,-0.989786696618855,-0.84191625567145,-0.733218734529195,-0.643219561176078,-12.1384852702533,-15.1130747489894,-6.26499367131429,-2.93778241802454,-1.76934163400891,-1.25002725645812,-0.963626145457935,-0.8099827911614,-0.714586515170616,-0.648292985506843
205,-9.02385092551394,-9.02385092551394,-9.02385092551394,-9.02385092551394,-9.02385092551394,-9.02385092551394,-9.02385092551394,-9.02385092551394,-9.02385092551394,-9.02385092551394,-9.489469122533,-8.86338762393156,-9.32452304874877,-9.2271609193449,-9.25771681224944,-9.72627292010108,-9.6308776058692,-9.42209651005865,-11.0288136463585,-10.8496593180191,-10.1729359416787,-10.8174708703473,-11.4993239268281,-11.431824808625,-10.3105648768555,-8.02186049589944,-6.02272045913424,-4.74635186084932,-3.54742807453144,-2.58338205049827,-10.0388784340717,-10.0718746392378,-9.95968638230939,-7.70725984595213,-5.3355046001693,-3.67858702228573,-2.6232261587051,-1.87810989260958,-1.33752292415893,-1.06181696990283,-10.570237513864,-10.593260359923,-8.61958674752569,-5.22534299919274,-3.21469059288098,-2.26425018989089,-1.56621378838482,-1.15809599894084,-0.913313698478896,-0.777710074820396,-11.0162617325556,-10.6010249970474,-7.46321165875577,-4.2441399529855,-2.74347172782048,-1.83258652735735,-1.21106853467211,-0.983891969801842,-0.808058389241218,-0.695384413289952,-10.8902203001778,-10.2345459482358,-6.27360359829921,-3.4650918629188,-2.10597852706717,-1.43853670394582,-1.08180443275995,-0.856979005439759,-0.721733505874286,-0.623257034445052,-11.638404581938,-10.0638078963935,-5.37978578251864,-2.96395857898101,-1.81839367254777,-1.27143494321233,-0.969363931278227,-0.77906944371751,-0.680323975775065,-0.615196130072492,-10.3985512155175,-10.4401176614514,-5.26125478176289,-2.70861066333011,-1.60439544707173,-1.15123949049826,-0.918548744639355,-0.795504423381521,-0.703365102277538,-0.624691133806929,-12.2842879058878,-9.10488822340577,-4.49390558329598,-2.37599243050408,-1.54378293039108,-1.14016517561929,-0.903063159163245,-0.772599967025151,-0.691002557921209,-0.63400477723582
